SNo,Date,Province/State,Country/Region,Time,Confirmed,Deaths,Recovered
4190,03-08-2020,"Clark County, WA",US,,79,0,0
4191,03-08-2020,"Cobb County, GA",US,,41,0,0
4192,03-08-2020,"Davidson County, TN",US,,66,0,0
4193,03-08-2020,"Davis County, UT",US,,87,0,0
4194,03-08-2020,"Delaware County, PA",US,,46,0,0
4195,03-08-2020,"Douglas County, NE",US,,6,0,0
4196,03-08-2020,"Douglas County, OR",US,,37,0,0
4197,03-08-2020,"El Paso County, CO",US,,39,0,0
4198,03-08-2020,"Fairfield County, CT",US,,35,0,0
4199,03-08-2020,"Fayette County, KY",US,,23,0,0
4200,03-08-2020,"Fresno County, CA",US,,22,0,0
4201,03-08-2020,"Grant County, WA",US,,14,0,0
4202,03-08-2020,"Harford County, MD",US,,96,0,0
4203,03-08-2020,"Hendricks County, IN",US,,74,0,0
4204,03-08-2020,"Honolulu County, HI",US,,95,0,0
4205,03-08-2020,"Hudson County, NJ",US,,50,0,0
4206,03-08-2020,"Humboldt County, CA",US,,75,0,0
4207,03-08-2020,"Jefferson County, WA",US,,2,0,0
4208,03-08-2020,"Johnson County, KS",US,,83,0,0
4209,03-08-2020,"Kershaw County, SC",US,,36,0,0
4210,03-08-2020,"Kittitas County, WA",US,,86,0,0
4211,03-08-2020,"Klamath County, OR",US,,89,0,0
4212,03-08-2020,"Madera County, CA",US,,66,0,0
4213,03-08-2020,"Madison, WI",US,,58,0,1
4214,03-08-2020,"Manatee County, FL",US,,71,0,0
4215,03-08-2020,"Marion County, IN",US,,40,0,0
4216,03-08-2020,"Marion County, OR",US,,71,0,0
4217,03-08-2020,"Okaloosa County, FL",US,,73,0,0
4218,03-08-2020,"Plymouth County, MA",US,,7,0,0
4219,03-08-2020,"Polk County, GA",US,,77,0,0
4220,03-08-2020,"Ramsey County, MN",US,,55,0,0
4221,03-08-2020,"Riverside County, CA",US,,46,0,0
4222,03-08-2020,"San Antonio, TX",US,,79,0,0
4223,03-08-2020,"Santa Rosa County, FL",US,,18,1,0
4224,03-08-2020,"Sarasota, FL",US,,68,0,0
4225,03-08-2020,"Shelby County, TN",US,,70,0,0
4226,03-08-2020,"Sonoma County, CA",US,,51,0,0
4227,03-08-2020,"Spokane County, WA",US,,92,0,0
4228,03-08-2020,"St. Louis County, MO",US,,8,0,0
4229,03-08-2020,"Suffolk County, NY",US,,45,0,0
4230,03-08-2020,"Tulsa County, OK",US,,53,0,0
4231,03-08-2020,"Ulster County, NY",US,,47,0,0
4232,03-08-2020,"Umatilla, OR",US,,76,0,0
4233,03-08-2020,"Unassigned Location, VT",US,,17,0,0
4234,03-08-2020,"Unknown Location, MA",US,,61,0,0
4235,03-08-2020,"Volusia County, FL",US,,76,0,0
4236,03-08-2020,"Wake County, NC",US,,99,0,0
4237,03-08-2020,"Wayne County, PA",US,,62,0,0
4238,03-08-2020,"Williamson County, TN",US,,97,0,0
4239,03-08-2020,"Yolo County, CA",US,,90,0,0
4240,03-08-2020,,Ukraine,,82,0,0
4241,03-08-2020,,Vatican City,,85,0,0
4242,03-08-2020,From Diamond Princess,Australia,,86,0,0
4243,03-08-2020,Northern Territory,Australia,,69,0,0
4244,03-08-2020,"Lackland, TX (From Diamond Princess)",US,,39,0,0
4245,03-08-2020,"Montgomery County, TX",US,,79,0,0
4246,03-08-2020,"Omaha, NE (From Diamond Princess)",US,,55,0,0
4247,03-08-2020,"Travis, CA (From Diamond Princess)",US,,72,0,0
4248,03-09-2020,Hubei,Mainland China,,49554,3008,46488
4249,03-09-2020,,Italy,,1272,463,724
4250,03-09-2020,,South Korea,,246,53,118
4251,03-09-2020,,Iran,,2702,237,2394
4252,03-09-2020,Guangdong,Mainland China,,1269,8,1260
4253,03-09-2020,Henan,Mainland China,,1356,22,1247
4254,03-09-2020,Zhejiang,Mainland China,,1266,1,1176
4255,03-09-2020,,France,,76,19,12
4256,03-09-2020,,Germany,,44,2,18
4257,03-09-2020,,Spain,,156,28,32
4258,03-09-2020,Hunan,Mainland China,,993,4,979
4259,03-09-2020,Anhui,Mainland China,,1024,6,984
4260,03-09-2020,Jiangxi,Mainland China,,980,1,923
4261,03-09-2020,Shandong,Mainland China,,727,6,700
4262,03-09-2020,Diamond Princess cruise ship,Others,,132,6,40
4263,03-09-2020,Jiangsu,Mainland China,,660,0,621
4264,03-09-2020,Chongqing,Mainland China,,645,6,542
4265,03-09-2020,Sichuan,Mainland China,,482,3,466
4266,03-09-2020,,Japan,,108,17,76
4267,03-09-2020,Heilongjiang,Mainland China,,476,13,430
4268,03-09-2020,Beijing,Mainland China,,331,8,315
4269,03-09-2020,,Switzerland,,100,2,3
4270,03-09-2020,Shanghai,Mainland China,,360,3,315
4271,03-09-2020,,Netherlands,,33,3,0
4272,03-09-2020,,UK,,38,4,18
4273,03-09-2020,Hebei,Mainland China,,395,6,307
4274,03-09-2020,Fujian,Mainland China,,320,1,295
4275,03-09-2020,Guangxi,Mainland China,,280,2,230
4276,03-09-2020,,Sweden,,26,0,1
4277,03-09-2020,Shaanxi,Mainland China,,325,1,227
4278,03-09-2020,,Belgium,,46,0,1
4279,03-09-2020,,Norway,,92,0,1
4280,03-09-2020,Yunnan,Mainland China,,203,2,170
4281,03-09-2020,Hainan,Mainland China,,171,6,159
4282,03-09-2020,,Singapore,,147,0,78
4283,03-09-2020,Guizhou,Mainland China,,136,2,123
4284,03-09-2020,Tianjin,Mainland China,,224,3,130
4285,03-09-2020,Shanxi,Mainland China,,171,0,127
4286,03-09-2020,,Austria,,9,0,2
4287,03-09-2020,Liaoning,Mainland China,,160,1,109
4288,03-09-2020,Gansu,Mainland China,,130,2,88
4289,03-09-2020,,Malaysia,,66,0,24
4290,03-09-2020,Hong Kong,Hong Kong,,86,3,59
4291,03-09-2020,"Westchester County, NY",US,,84,0,0
4292,03-09-2020,,Bahrain,,59,0,14
4293,03-09-2020,Jilin,Mainland China,,97,1,91
4294,03-09-2020,,Denmark,,90,0,1
4295,03-09-2020,"King County, WA",US,,60,17,1
4296,03-09-2020,Xinjiang,Mainland China,,106,3,73
4297,03-09-2020,Inner Mongolia,Mainland China,,81,1,70
4298,03-09-2020,Ningxia,Mainland China,,98,0,71
4299,03-09-2020,,Greece,,10,0,0
4300,03-09-2020,,Kuwait,,68,0,1
4301,03-09-2020,,Iraq,,94,6,9
4302,03-09-2020,,Iceland,,78,0,0
4303,03-09-2020,,Egypt,,89,1,12
4304,03-09-2020,,Thailand,,103,1,31
4305,03-09-2020,New South Wales,Australia,,73,3,4
4306,03-09-2020,Taiwan,Taiwan,,112,1,15
4307,03-09-2020,Unassigned Location (From Diamond Princess),US,,51,0,0
4308,03-09-2020,,United Arab Emirates,,105,0,7
4309,03-09-2020,,India,,69,0,3
4310,03-09-2020,,Israel,,70,0,2
4311,03-09-2020,"Santa Clara County, CA",US,,46,0,1
4312,03-09-2020,,San Marino,,5,1,0
4313,03-09-2020,Ontario,Canada,,26,0,4
4314,03-09-2020,British Columbia,Canada,,26,1,4
4315,03-09-2020,,Lebanon,,79,0,1
4316,03-09-2020,,Czech Republic,,46,0,0
4317,03-09-2020,"Snohomish County, WA",US,,20,1,0
4318,03-09-2020,,Finland,,99,0,1
4319,03-09-2020,,Portugal,,35,0,0
4320,03-09-2020,,Vietnam,,59,0,16
4321,03-09-2020,,Brazil,,34,0,0
4322,03-09-2020,,Palestine,,31,0,0
4323,03-09-2020,,Ireland,,62,0,0
4324,03-09-2020,Grand Princess Cruise Ship,US,,22,0,0
4325,03-09-2020,,Algeria,,99,0,0
4326,03-09-2020,,Philippines,,98,1,1
4327,03-09-2020,,Indonesia,,5,0,0
4328,03-09-2020,"New York County, NY",US,,90,0,0
4329,03-09-2020,Qinghai,Mainland China,,59,0,18
4330,03-09-2020,,Qatar,,4,0,0
4331,03-09-2020,,Russia,,101,0,3
4332,03-09-2020,"Nassau County, NY",US,,22,0,0
4333,03-09-2020,,Oman,,48,0,2
4334,03-09-2020,,Poland,,78,0,0
4335,03-09-2020,,Slovenia,,47,0,0
4336,03-09-2020,Queensland,Australia,,86,0,8
4337,03-09-2020,Victoria,Australia,,84,0,7
4338,03-09-2020,,Ecuador,,33,0,0
4339,03-09-2020,,Georgia,,40,0,0
4340,03-09-2020,,Romania,,102,0,3
4341,03-09-2020,,Saudi Arabia,,20,0,0
4342,03-09-2020,"Los Angeles, CA",US,,32,0,0
4343,03-09-2020,,Argentina,,37,1,0
4344,03-09-2020,,Croatia,,7,0,0
4345,03-09-2020,"Contra Costa County, CA",US,,29,0,0
4346,03-09-2020,,Estonia,,10,0,0
4347,03-09-2020,Macau,Macau,,107,0,10
4348,03-09-2020,,Azerbaijan,,25,0,0
4349,03-09-2020,,Costa Rica,,60,0,0
4350,03-09-2020,,Hungary,,74,0,0
4351,03-09-2020,"San Francisco County, CA",US,,98,0,0
4352,03-09-2020,,Chile,,76,0,0
4353,03-09-2020,"Suffolk County, MA",US,,9,0,1
4354,03-09-2020,"Washington County, OR",US,,91,0,0
4355,03-09-2020,South Australia,Australia,,57,0,2
4356,03-09-2020,Alberta,Canada,,66,0,0
4357,03-09-2020,,Mexico,,51,0,1
4358,03-09-2020,,Peru,,91,0,0
4359,03-09-2020,"Cook County, IL",US,,4,0,2
4360,03-09-2020,"Middlesex County, MA",US,,45,0,0
4361,03-09-2020,"Placer County, CA",US,,29,1,0
4362,03-09-2020,,Belarus,,3,0,1
4363,03-09-2020,,Latvia,,33,0,0
4364,03-09-2020,,Pakistan,,78,0,1
4365,03-09-2020,"Fort Bend County, TX",US,,76,0,0
4366,03-09-2020,"Harris County, TX",US,,57,0,0
4367,03-09-2020,"Norfolk County, MA",US,,15,0,0
4368,03-09-2020,,Dominican Republic,,49,0,0
4369,03-09-2020,,French Guiana,,17,0,0
4370,03-09-2020,,New Zealand,,93,0,0
4371,03-09-2020,"Fulton County, GA",US,,89,0,0
4372,03-09-2020,"Montgomery County, PA",US,,48,0,0
4373,03-09-2020,"Unassigned Location, WA",US,,32,0,0
4374,03-09-2020,,Afghanistan,,63,0,0
4375,03-09-2020,Western Australia,Australia,,51,1,0
4376,03-09-2020,,Bulgaria,,17,0,0
4377,03-09-2020,,Maldives,,66,0,0
4378,03-09-2020,,Senegal,,80,0,1
4379,03-09-2020,"Bergen County, NJ",US,,60,0,0
4380,03-09-2020,"Grafton County, NH",US,,59,0,0
4381,03-09-2020,"Kershaw County, SC",US,,93,0,0
4382,03-09-2020,"Montgomery County, MD",US,,56,0,0
4383,03-09-2020,"Orange County, CA",US,,12,0,0
4384,03-09-2020,"Pierce County, WA",US,,72,0,0
4385,03-09-2020,"Rockland County, NY",US,,70,0,0
4386,03-09-2020,,Bangladesh,,24,0,0
4387,03-09-2020,,Bosnia and Herzegovina,,6,0,0
4388,03-09-2020,Quebec,Canada,,11,0,0
4389,03-09-2020,,Luxembourg,,50,0,0
4390,03-09-2020,,Malta,,50,0,0
4391,03-09-2020,,North Macedonia,,86,0,0
4392,03-09-2020,,Slovakia,,88,0,0
4393,03-09-2020,,South Africa,,53,0,0
4394,03-09-2020,"Broward County, FL",US,,53,0,0
4395,03-09-2020,"Cobb County, GA",US,,92,0,0
4396,03-09-2020,"Douglas County, CO",US,,51,0,0
4397,03-09-2020,"Douglas County, NE",US,,58,0,0
4398,03-09-2020,"Johnson County, IA",US,,24,0,0
4399,03-09-2020,"Maricopa County, AZ",US,,80,0,1
4400,03-09-2020,"Providence County, RI",US,,10,0,0
4401,03-09-2020,"San Diego County, CA",US,,93,0,1
4402,03-09-2020,"Sonoma County, CA",US,,95,0,0
4403,03-09-2020,,Albania,,22,0,0
4404,03-09-2020,Tasmania,Australia,,69,0,0
4405,03-09-2020,,Cambodia,,64,0,1
4406,03-09-2020,,Cameroon,,70,0,0
4407,03-09-2020,,Cyprus,,13,0,0
4408,03-09-2020,,Faroe Islands,,57,0,0
4409,03-09-2020,,Martinique,,31,0,0
4410,03-09-2020,,Morocco,,72,0,0
4411,03-09-2020,,Nigeria,,15,0,0
4412,03-09-2020,,St. Martin,,65,0,0
4413,03-09-2020,,Tunisia,,33,0,0
4414,03-09-2020,"Alameda County, CA",US,,72,0,0
4415,03-09-2020,"Clark County, NV",US,,16,0,0
4416,03-09-2020,"Denver County, CO",US,,75,0,0
4417,03-09-2020,"Fairfax County, VA",US,,0,0,0
4418,03-09-2020,"Harrison County, KY",US,,32,0,0
4419,03-09-2020,"Hendricks County, IN",US,,81,0,0
4420,03-09-2020,"Hillsborough, FL",US,,47,0,0
4421,03-09-2020,"Honolulu County, HI",US,,61,0,0
4422,03-09-2020,"Jackson County, OR ",US,,25,0,0
4423,03-09-2020,"Lee County, FL",US,,64,1,0
4424,03-09-2020,"Manatee County, FL",US,,52,0,0
4425,03-09-2020,"Pinal County, AZ",US,,34,0,0
4426,03-09-2020,"Sacramento County, CA",US,,43,0,0
4427,03-09-2020,"San Benito, CA",US,,66,0,0
4428,03-09-2020,"San Mateo, CA",US,,46,0,0
4429,03-09-2020,"Saratoga County, NY",US,,58,0,0
4430,03-09-2020,"Summit County, CO",US,,45,0,0
4431,03-09-2020,"Washington, D.C.",US,,42,0,0
4432,03-09-2020,"Washoe County, NV",US,,85,0,0
4433,03-09-2020,,Andorra,,54,0,0
4434,03-09-2020,,Armenia,,0,0,0
4435,03-09-2020,,Bhutan,,36,0,0
4436,03-09-2020,,Brunei,,12,0,0
4437,03-09-2020,,Colombia,,13,0,0
4438,03-09-2020,,Gibraltar,,89,0,0
4439,03-09-2020,,Jordan,,74,0,0
4440,03-09-2020,,Liechtenstein,,1,0,0
4441,03-09-2020,,Lithuania,,56,0,0
4442,03-09-2020,Tibet,Mainland China,,44,0,1
4443,03-09-2020,,Moldova,,89,0,0
4444,03-09-2020,,Monaco,,71,0,0
4445,03-09-2020,,Nepal,,52,0,1
4446,03-09-2020,,Paraguay,,34,0,0
4447,03-09-2020,,Saint Barthelemy,,54,0,0
4448,03-09-2020,,Serbia,,89,0,0
4449,03-09-2020,,Sri Lanka,,79,0,1
4450,03-09-2020,,Togo,,22,0,0
4451,03-09-2020,"Bennington County, VT",US,,52,0,0
4452,03-09-2020,"Berkshire County, MA",US,,55,0,0
4453,03-09-2020,"Carver County, MN",US,,29,0,0
4454,03-09-2020,"Charleston County, SC",US,,28,0,0
4455,03-09-2020,"Charlotte County, FL",US,,45,0,0
4456,03-09-2020,"Chatham County, NC",US,,11,0,0
4457,03-09-2020,"Cherokee County, GA",US,,4,0,0
4458,03-09-2020,"Clark County, WA",US,,67,0,0
4459,03-09-2020,"Collin County, TX",US,,54,0,0
4460,03-09-2020,"Davidson County, TN",US,,87,0,0
4461,03-09-2020,"Davis County, UT",US,,88,0,0
4462,03-09-2020,"Delaware County, PA",US,,41,0,0
4463,03-09-2020,"Douglas County, OR",US,,99,0,0
4464,03-09-2020,"El Paso County, CO",US,,42,0,0
4465,03-09-2020,"Fairfield County, CT",US,,62,0,0
4466,03-09-2020,"Fayette County, KY",US,,79,0,0
4467,03-09-2020,"Fresno County, CA",US,,21,0,0
4468,03-09-2020,"Grant County, WA",US,,23,1,0
4469,03-09-2020,"Harford County, MD",US,,81,0,0
4470,03-09-2020,"Hudson County, NJ",US,,62,0,0
4471,03-09-2020,"Humboldt County, CA",US,,97,0,0
4472,03-09-2020,"Jefferson County, KY",US,,55,0,0
4473,03-09-2020,"Jefferson County, WA",US,,27,0,0
4474,03-09-2020,"Jefferson Parish, LA",US,,67,0,0
4475,03-09-2020,"Johnson County, KS",US,,98,0,0
4476,03-09-2020,"Kittitas County, WA",US,,70,0,0
4477,03-09-2020,"Klamath County, OR",US,,72,0,0
4478,03-09-2020,"Madera County, CA",US,,12,0,0
4479,03-09-2020,"Madison, WI",US,,74,0,1
4480,03-09-2020,"Marion County, IN",US,,33,0,0
4481,03-09-2020,"Marion County, OR",US,,1,0,0
4482,03-09-2020,"Okaloosa County, FL",US,,43,0,0
4483,03-09-2020,"Plymouth County, MA",US,,22,0,0
4484,03-09-2020,"Polk County, GA",US,,20,0,0
4485,03-09-2020,"Ramsey County, MN",US,,92,0,0
4486,03-09-2020,"Riverside County, CA",US,,12,0,0
4487,03-09-2020,"Rockingham County, NH",US,,8,0,0
4488,03-09-2020,"San Antonio, TX",US,,13,0,0
4489,03-09-2020,"Santa Rosa County, FL",US,,76,1,0
4490,03-09-2020,"Sarasota, FL",US,,85,0,0
4491,03-09-2020,"Shasta County, CA",US,,64,0,0
4492,03-09-2020,"Shelby County, TN",US,,87,0,0
4493,03-09-2020,"Spartanburg County, SC",US,,52,0,0
4494,03-09-2020,"Spokane County, WA",US,,55,0,0
4495,03-09-2020,"St. Louis County, MO",US,,55,0,0
4496,03-09-2020,"Suffolk County, NY",US,,17,0,0
4497,03-09-2020,"Tulsa County, OK",US,,36,0,0
4498,03-09-2020,"Ulster County, NY",US,,51,0,0
4499,03-09-2020,"Umatilla, OR",US,,57,0,0
4500,03-09-2020,"Unknown Location, MA",US,,84,0,0
4501,03-09-2020,"Volusia County, FL",US,,8,0,0
4502,03-09-2020,"Wake County, NC",US,,17,0,0
4503,03-09-2020,"Wayne County, PA",US,,86,0,0
4504,03-09-2020,"Williamson County, TN",US,,7,0,0
4505,03-09-2020,"Yolo County, CA",US,,2,0,0
4506,03-09-2020,,Ukraine,,18,0,0
4507,03-09-2020,,Vatican City,,23,0,0
4508,03-09-2020,From Diamond Princess,Australia,,46,0,0
4509,03-09-2020,Northern Territory,Australia,,74,0,0
4510,03-09-2020,"Lackland, TX (From Diamond Princess)",US,,95,0,0
4511,03-09-2020,"Montgomery County, TX",US,,31,0,0
4512,03-09-2020,"Omaha, NE (From Diamond Princess)",US,,26,0,0
4513,03-09-2020,"Travis, CA (From Diamond Princess)",US,,76,0,0
4514,03-10-2020,Hubei,Mainland China,,50769,3024,47743
4515,03-10-2020,,Italy,,1401,631,724
4516,03-10-2020,,Iran,,3091,291,2731
4517,03-10-2020,,South Korea,,309,54,247
4518,03-10-2020,,France,,105,33,12
4519,03-10-2020,,Spain,,126,35,32
4520,03-10-2020,,Germany,,42,2,18
4521,03-10-2020,Guangdong,Mainland China,,1357,8,1274
4522,03-10-2020,Henan,Mainland China,,1272,22,1247
4523,03-10-2020,Zhejiang,Mainland China,,1262,1,1191
4524,03-10-2020,Hunan,Mainland China,,1053,4,990
4525,03-10-2020,Anhui,Mainland China,,1055,6,984
4526,03-10-2020,Jiangxi,Mainland China,,943,1,927
4527,03-10-2020,Shandong,Mainland China,,805,6,719
4528,03-10-2020,Diamond Princess cruise ship,Others,,112,6,40
4529,03-10-2020,Jiangsu,Mainland China,,644,0,627
4530,03-10-2020,,Japan,,192,10,101
4531,03-10-2020,Chongqing,Mainland China,,629,6,547
4532,03-10-2020,Sichuan,Mainland China,,545,3,478
4533,03-10-2020,,Switzerland,,6,3,3
4534,03-10-2020,Heilongjiang,Mainland China,,530,13,434
4535,03-10-2020,Beijing,Mainland China,,425,8,320
4536,03-10-2020,,Norway,,56,0,1
4537,03-10-2020,,Netherlands,,46,4,0
4538,03-10-2020,,UK,,90,6,18
4539,03-10-2020,,Sweden,,29,0,1
4540,03-10-2020,Shanghai,Mainland China,,419,3,319
4541,03-10-2020,Hebei,Mainland China,,335,6,307
4542,03-10-2020,Fujian,Mainland China,,305,1,295
4543,03-10-2020,,Belgium,,6,0,1
4544,03-10-2020,Washington,US,,41,23,1
4545,03-10-2020,,Denmark,,76,0,1
4546,03-10-2020,Guangxi,Mainland China,,244,2,234
4547,03-10-2020,Shaanxi,Mainland China,,262,1,227
4548,03-10-2020,,Austria,,100,0,4
4549,03-10-2020,Yunnan,Mainland China,,256,2,170
4550,03-10-2020,New York,US,,4,0,0
4551,03-10-2020,Hainan,Mainland China,,231,6,159
4552,03-10-2020,,Singapore,,117,0,78
4553,03-10-2020,Guizhou,Mainland China,,179,2,129
4554,03-10-2020,California,US,,78,2,2
4555,03-10-2020,Tianjin,Mainland China,,217,3,131
4556,03-10-2020,Shanxi,Mainland China,,190,0,131
4557,03-10-2020,,Malaysia,,83,0,24
4558,03-10-2020,Gansu,Mainland China,,133,2,88
4559,03-10-2020,Liaoning,Mainland China,,209,1,111
4560,03-10-2020,Hong Kong,Hong Kong,,136,3,65
4561,03-10-2020,,Bahrain,,57,0,22
4562,03-10-2020,Jilin,Mainland China,,189,1,91
4563,03-10-2020,Massachusetts,US,,94,0,1
4564,03-10-2020,,Greece,,59,0,0
4565,03-10-2020,Xinjiang,Mainland China,,140,3,73
4566,03-10-2020,Inner Mongolia,Mainland China,,80,1,70
4567,03-10-2020,Ningxia,Mainland China,,75,0,71
4568,03-10-2020,,United Arab Emirates,,38,0,12
4569,03-10-2020,,Iraq,,58,7,3
4570,03-10-2020,,Iceland,,35,0,1
4571,03-10-2020,,Kuwait,,53,0,1
4572,03-10-2020,,Egypt,,60,1,1
4573,03-10-2020,,Israel,,29,0,4
4574,03-10-2020,,India,,45,0,4
4575,03-10-2020,New South Wales,Australia,,89,2,4
4576,03-10-2020,,Thailand,,70,1,33
4577,03-10-2020,,San Marino,,21,2,0
4578,03-10-2020,Taiwan,Taiwan,,72,1,17
4579,03-10-2020,Diamond Princess cruise ship,US,,35,0,0
4580,03-10-2020,,Czech Republic,,96,0,0
4581,03-10-2020,,Lebanon,,20,1,1
4582,03-10-2020,,Portugal,,60,0,0
4583,03-10-2020,,Finland,,70,0,1
4584,03-10-2020,Ontario,Canada,,45,0,4
4585,03-10-2020,,Ireland,,23,0,0
4586,03-10-2020,,Philippines,,11,1,2
4587,03-10-2020,British Columbia,Canada,,60,1,4
4588,03-10-2020,,Brazil,,80,0,0
4589,03-10-2020,,Slovenia,,25,0,0
4590,03-10-2020,,Vietnam,,30,0,16
4591,03-10-2020,,Indonesia,,78,0,2
4592,03-10-2020,,Romania,,30,0,3
4593,03-10-2020,,occupied Palestinian territory,,25,0,0
4594,03-10-2020,,Qatar,,37,0,0
4595,03-10-2020,,Poland,,58,0,0
4596,03-10-2020,Grand Princess,US,,25,0,0
4597,03-10-2020,,Algeria,,88,0,0
4598,03-10-2020,,Saudi Arabia,,49,0,1
4599,03-10-2020,Queensland,Australia,,67,0,8
4600,03-10-2020,Victoria,Australia,,78,0,7
4601,03-10-2020,Qinghai,Mainland China,,116,0,18
4602,03-10-2020,,Oman,,107,0,9
4603,03-10-2020,,Argentina,,48,1,0
4604,03-10-2020,Georgia,US,,13,0,0
4605,03-10-2020,,Pakistan,,7,0,1
4606,03-10-2020,,Ecuador,,86,0,0
4607,03-10-2020,,Georgia,,99,0,0
4608,03-10-2020,Colorado,US,,81,0,0
4609,03-10-2020,Florida,US,,12,2,0
4610,03-10-2020,New Jersey,US,,31,1,0
4611,03-10-2020,Oregon,US,,50,0,0
4612,03-10-2020,,Croatia,,80,0,0
4613,03-10-2020,,Chile,,50,0,0
4614,03-10-2020,Texas,US,,47,0,0
4615,03-10-2020,,Estonia,,62,0,0
4616,03-10-2020,Illinois,US,,78,0,2
4617,03-10-2020,Pennsylvania,US,,63,0,0
4618,03-10-2020,,Azerbaijan,,92,0,0
4619,03-10-2020,,Peru,,32,0,0
4620,03-10-2020,,Albania,,37,0,0
4621,03-10-2020,Macau,Macau,,109,0,10
4622,03-10-2020,,Russia,,63,0,3
4623,03-10-2020,,Belarus,,52,0,3
4624,03-10-2020,,Costa Rica,,58,0,0
4625,03-10-2020,,Hungary,,50,0,0
4626,03-10-2020,,Latvia,,28,0,1
4627,03-10-2020,Iowa,US,,1,0,0
4628,03-10-2020,Maryland,US,,85,0,0
4629,03-10-2020,South Australia,Australia,,86,0,2
4630,03-10-2020,Alberta,Canada,,27,0,0
4631,03-10-2020,,Mexico,,92,0,4
4632,03-10-2020,,North Macedonia,,80,0,0
4633,03-10-2020,,Slovakia,,47,0,0
4634,03-10-2020,,South Africa,,79,0,0
4635,03-10-2020,North Carolina,US,,41,0,0
4636,03-10-2020,South Carolina,US,,51,0,0
4637,03-10-2020,Tennessee,US,,24,0,0
4638,03-10-2020,Virginia,US,,19,0,0
4639,03-10-2020,Western Australia,Australia,,92,1,0
4640,03-10-2020,,Maldives,,55,0,0
4641,03-10-2020,Arizona,US,,34,0,1
4642,03-10-2020,Indiana,US,,27,0,0
4643,03-10-2020,Kentucky,US,,51,0,0
4644,03-10-2020,,Afghanistan,,35,0,0
4645,03-10-2020,,Bosnia and Herzegovina,,45,0,0
4646,03-10-2020,,Dominican Republic,,82,0,0
4647,03-10-2020,,French Guiana,,55,0,0
4648,03-10-2020,,Luxembourg,,10,0,0
4649,03-10-2020,,Malta,,36,0,0
4650,03-10-2020,,New Zealand,,74,0,0
4651,03-10-2020,,Serbia,,59,0,0
4652,03-10-2020,,Tunisia,,27,0,0
4653,03-10-2020,District of Columbia,US,,33,0,0
4654,03-10-2020,,Bulgaria,,26,0,0
4655,03-10-2020,Quebec,Canada,,54,0,0
4656,03-10-2020,,Senegal,,68,0,1
4657,03-10-2020,Nevada,US,,11,0,0
4658,03-10-2020,New Hampshire,US,,78,0,0
4659,03-10-2020,,Bangladesh,,46,0,0
4660,03-10-2020,,Colombia,,9,0,0
4661,03-10-2020,,Cyprus,,29,0,0
4662,03-10-2020,,Morocco,,49,1,0
4663,03-10-2020,,Moldova,,71,0,0
4664,03-10-2020,Minnesota,US,,75,0,0
4665,03-10-2020,Nebraska,US,,48,0,0
4666,03-10-2020,Ohio,US,,90,0,0
4667,03-10-2020,Rhode Island,US,,0,0,0
4668,03-10-2020,Wisconsin,US,,45,0,1
4669,03-10-2020,Tasmania,Australia,,23,0,0
4670,03-10-2020,,Cambodia,,45,0,1
4671,03-10-2020,,Cameroon,,52,0,0
4672,03-10-2020,,Faroe Islands,,5,0,0
4673,03-10-2020,,Martinique,,37,0,0
4674,03-10-2020,,Nigeria,,39,0,0
4675,03-10-2020,,"('St. Martin',)",,81,0,0
4676,03-10-2020,Connecticut,US,,97,0,0
4677,03-10-2020,Hawaii,US,,56,0,0
4678,03-10-2020,Oklahoma,US,,7,0,0
4679,03-10-2020,Utah,US,,28,0,0
4680,03-10-2020,,Andorra,,68,0,0
4681,03-10-2020,,Armenia,,32,0,0
4682,03-10-2020,Northern Territory,Australia,,74,0,0
4683,03-10-2020,,Bhutan,,21,0,0
4684,03-10-2020,,Brunei,,34,0,0
4685,03-10-2020,,Burkina Faso,,95,0,0
4686,03-10-2020,,Channel Islands,,9,0,0
4687,03-10-2020,,Gibraltar,,96,0,1
4688,03-10-2020,,Holy See,,62,0,0
4689,03-10-2020,,Jordan,,48,0,0
4690,03-10-2020,,Liechtenstein,,40,0,0
4691,03-10-2020,,Lithuania,,45,0,0
4692,03-10-2020,Tibet,Mainland China,,36,0,1
4693,03-10-2020,,Monaco,,41,0,0
4694,03-10-2020,,Mongolia,,31,0,0
4695,03-10-2020,,Nepal,,70,0,1
4696,03-10-2020,,Panama,,20,0,0
4697,03-10-2020,,Paraguay,,54,0,0
4698,03-10-2020,,Saint Barthelemy,,86,0,0
4699,03-10-2020,,Sri Lanka,,24,0,1
4700,03-10-2020,,Togo,,58,0,0
4701,03-10-2020,Kansas,US,,85,0,0
4702,03-10-2020,Louisiana,US,,3,0,0
4703,03-10-2020,Missouri,US,,12,0,0
4704,03-10-2020,Vermont,US,,91,0,0
4705,03-10-2020,,Ukraine,,4,0,0
4706,03-10-2020,Diamond Princess cruise ship,Australia,,45,0,0
4707,03-10-2020,Alaska,US,,93,0,0
4708,03-10-2020,Arkansas,US,,88,0,0
4709,03-10-2020,Delaware,US,,40,0,0
4710,03-10-2020,Idaho,US,,48,0,0
4711,03-10-2020,Maine,US,,52,0,0
4712,03-10-2020,Michigan,US,,91,0,0
4713,03-10-2020,Mississippi,US,,78,0,0
4714,03-10-2020,Montana,US,,31,0,0
4715,03-10-2020,New Mexico,US,,1,0,0
